,Unnamed: 0,record_no,symbol,exchange,date,period,strike,out-of-the-money %,Call/Put,IV,delta
116,116,117,C,NYSE,2019-12-31,60,103.856995,30,C,0.197088,0.00051
117,117,118,C,NYSE,2019-12-31,60,55.923,30,P,0.373094,-0.007944
118,118,119,C,NYSE,2019-12-31,60,107.8515,35,C,0.197088,8.6e-05
119,119,120,C,NYSE,2019-12-31,60,51.928497,35,P,0.385216,-0.002439
120,120,121,C,NYSE,2019-12-31,60,111.846,40,C,0.197088,1.3e-05
121,121,122,C,NYSE,2019-12-31,60,47.934002,40,P,0.385216,-0.000438
122,122,123,C,NYSE,2019-12-31,60,115.8405,45,C,0.197088,2e-06
123,123,124,C,NYSE,2019-12-31,60,43.9395,45,P,0.385216,-5.1e-05
124,124,125,C,NYSE,2019-12-31,60,119.835,50,C,0.197088,0.0
125,125,126,C,NYSE,2019-12-31,60,39.945,50,P,0.385216,-3e-06
126,126,127,C,NYSE,2019-12-31,60,123.8295,55,C,0.197088,0.0
127,127,128,C,NYSE,2019-12-31,60,35.9505,55,P,0.385216,-0.0
128,128,129,C,NYSE,2019-12-31,60,127.824,60,C,0.197088,0.0
129,129,130,C,NYSE,2019-12-31,60,31.955997,60,P,0.385216,-0.0
130,130,131,C,NYSE,2019-12-31,90,79.89,0,C,0.221964,0.516962
131,131,132,C,NYSE,2019-12-31,90,79.89,0,P,0.221389,-0.489474
132,132,133,C,NYSE,2019-12-31,90,83.8845,5,C,0.208907,0.331909
133,133,134,C,NYSE,2019-12-31,90,75.8955,5,P,0.238633,-0.318694
134,134,135,C,NYSE,2019-12-31,90,87.879,10,C,0.200294,0.177492
135,135,136,C,NYSE,2019-12-31,90,71.901,10,P,0.258769,-0.192712
136,136,137,C,NYSE,2019-12-31,90,91.8735,15,C,0.19924,0.083842
137,137,138,C,NYSE,2019-12-31,90,67.9065,15,P,0.281126,-0.110895
138,138,139,C,NYSE,2019-12-31,90,95.868004,20,C,0.20157,0.036905
139,139,140,C,NYSE,2019-12-31,90,63.912,20,P,0.308519,-0.063941
140,140,141,C,NYSE,2019-12-31,90,99.8625,25,C,0.2014,0.01399
141,141,142,C,NYSE,2019-12-31,90,59.9175,25,P,0.337641,-0.03673
142,142,143,C,NYSE,2019-12-31,90,103.856995,30,C,0.201795,0.004876
143,143,144,C,NYSE,2019-12-31,90,55.923,30,P,0.371263,-0.021794
144,144,145,C,NYSE,2019-12-31,90,107.8515,35,C,0.20349,0.001664
145,145,146,C,NYSE,2019-12-31,90,51.928497,35,P,0.400869,-0.012053
146,146,147,C,NYSE,2019-12-31,90,111.846,40,C,0.204706,0.000528
147,147,148,C,NYSE,2019-12-31,90,47.934002,40,P,0.405967,-0.004311
148,148,149,C,NYSE,2019-12-31,90,115.8405,45,C,0.204706,0.000147
149,149,150,C,NYSE,2019-12-31,90,43.9395,45,P,0.412571,-0.001295
150,150,151,C,NYSE,2019-12-31,90,119.835,50,C,0.204706,3.8e-05
151,151,152,C,NYSE,2019-12-31,90,39.945,50,P,0.420727,-0.00032
152,152,153,C,NYSE,2019-12-31,90,123.8295,55,C,0.204706,9e-06
153,153,154,C,NYSE,2019-12-31,90,35.9505,55,P,0.420727,-4.5e-05
154,154,155,C,NYSE,2019-12-31,90,127.824,60,C,0.204706,2e-06
155,155,156,C,NYSE,2019-12-31,90,31.955997,60,P,0.420727,-4e-06
416,416,417,C,NYSE,2019-12-30,30,79.51,0,C,0.208306,0.521911
417,417,418,C,NYSE,2019-12-30,30,79.51,0,P,0.240302,-0.479759
418,418,419,C,NYSE,2019-12-30,30,83.4855,5,C,0.196422,0.208495
419,419,420,C,NYSE,2019-12-30,30,75.5345,5,P,0.255363,-0.224617
420,420,421,C,NYSE,2019-12-30,30,87.461006,10,C,0.191237,0.046122
421,421,422,C,NYSE,2019-12-30,30,71.559,10,P,0.292267,-0.093762
422,422,423,C,NYSE,2019-12-30,30,91.4365,15,C,0.192517,0.006615
423,423,424,C,NYSE,2019-12-30,30,67.5835,15,P,0.320806,-0.033676
424,424,425,C,NYSE,2019-12-30,30,95.412,20,C,0.192517,0.00058
425,425,426,C,NYSE,2019-12-30,30,63.608,20,P,0.320806,-0.006415
426,426,427,C,NYSE,2019-12-30,30,99.387505,25,C,0.192517,3.3e-05
427,427,428,C,NYSE,2019-12-30,30,59.6325,25,P,0.320806,-0.000711
428,428,429,C,NYSE,2019-12-30,30,103.363,30,C,0.192517,1e-06
429,429,430,C,NYSE,2019-12-30,30,55.657,30,P,0.320806,-4.1e-05
430,430,431,C,NYSE,2019-12-30,30,107.3385,35,C,0.192517,0.0
431,431,432,C,NYSE,2019-12-30,30,51.6815,35,P,0.332022,-2e-06
432,432,433,C,NYSE,2019-12-30,30,111.314,40,C,0.192517,0.0
433,433,434,C,NYSE,2019-12-30,30,47.706,40,P,0.332022,-0.0
434,434,435,C,NYSE,2019-12-30,30,115.289505,45,C,0.192517,0.0
435,435,436,C,NYSE,2019-12-30,30,43.730503,45,P,0.332022,-0.0
436,436,437,C,NYSE,2019-12-30,30,119.265,50,C,0.192517,0.0
437,437,438,C,NYSE,2019-12-30,30,39.755,50,P,0.332022,-0.0
438,438,439,C,NYSE,2019-12-30,30,123.2405,55,C,0.192517,0.0
439,439,440,C,NYSE,2019-12-30,30,35.7795,55,P,0.332022,-0.0
440,440,441,C,NYSE,2019-12-30,30,127.216,60,C,0.192517,0.0
441,441,442,C,NYSE,2019-12-30,30,31.803999,60,P,0.332022,-0.0
442,442,443,C,NYSE,2019-12-30,60,79.51,0,C,0.218696,0.513723
443,443,444,C,NYSE,2019-12-30,60,79.51,0,P,0.218305,-0.501384
444,444,445,C,NYSE,2019-12-30,60,83.4855,5,C,0.205021,0.281699
445,445,446,C,NYSE,2019-12-30,60,75.5345,5,P,0.237748,-0.294257
446,446,447,C,NYSE,2019-12-30,60,87.461006,10,C,0.19839,0.117612
447,447,448,C,NYSE,2019-12-30,60,71.559,10,P,0.262432,-0.156116
448,448,449,C,NYSE,2019-12-30,60,91.4365,15,C,0.198466,0.041082
449,449,450,C,NYSE,2019-12-30,60,67.5835,15,P,0.291286,-0.07974
450,450,451,C,NYSE,2019-12-30,60,95.412,20,C,0.199383,0.012024
451,451,452,C,NYSE,2019-12-30,60,63.608,20,P,0.32679,-0.04225
452,452,453,C,NYSE,2019-12-30,60,99.387505,25,C,0.199383,0.002878
453,453,454,C,NYSE,2019-12-30,60,59.6325,25,P,0.362307,-0.022264
454,454,455,C,NYSE,2019-12-30,60,103.363,30,C,0.199383,0.000584
455,455,456,C,NYSE,2019-12-30,60,55.657,30,P,0.374449,-0.008126
456,456,457,C,NYSE,2019-12-30,60,107.3385,35,C,0.199383,0.000102
457,457,458,C,NYSE,2019-12-30,60,51.6815,35,P,0.385359,-0.002447
458,458,459,C,NYSE,2019-12-30,60,111.314,40,C,0.199383,1.6e-05
459,459,460,C,NYSE,2019-12-30,60,47.706,40,P,0.385359,-0.00044
460,460,461,C,NYSE,2019-12-30,60,115.289505,45,C,0.199383,2e-06
461,461,462,C,NYSE,2019-12-30,60,43.730503,45,P,0.385359,-5.2e-05
462,462,463,C,NYSE,2019-12-30,60,119.265,50,C,0.199383,0.0
463,463,464,C,NYSE,2019-12-30,60,39.755,50,P,0.385359,-4e-06
464,464,465,C,NYSE,2019-12-30,60,123.2405,55,C,0.199383,0.0
465,465,466,C,NYSE,2019-12-30,60,35.7795,55,P,0.385359,-0.0
466,466,467,C,NYSE,2019-12-30,60,127.216,60,C,0.199383,0.0
467,467,468,C,NYSE,2019-12-30,60,31.803999,60,P,0.385359,-0.0
468,468,469,C,NYSE,2019-12-30,90,79.51,0,C,0.223906,0.5176
469,469,470,C,NYSE,2019-12-30,90,79.51,0,P,0.223328,-0.48908
470,470,471,C,NYSE,2019-12-30,90,83.4855,5,C,0.211369,0.334392
471,471,472,C,NYSE,2019-12-30,90,75.5345,5,P,0.240097,-0.31936
472,472,473,C,NYSE,2019-12-30,90,87.461006,10,C,0.202696,0.18082
473,473,474,C,NYSE,2019-12-30,90,71.559,10,P,0.259856,-0.193478
474,474,475,C,NYSE,2019-12-30,90,91.4365,15,C,0.199615,0.08436
475,475,476,C,NYSE,2019-12-30,90,67.5835,15,P,0.282974,-0.112123
476,476,477,C,NYSE,2019-12-30,90,95.412,20,C,0.200899,0.036445
477,477,478,C,NYSE,2019-12-30,90,63.608,20,P,0.309256,-0.064303
478,478,479,C,NYSE,2019-12-30,90,99.387505,25,C,0.200964,0.013833
479,479,480,C,NYSE,2019-12-30,90,59.6325,25,P,0.339182,-0.037298
480,480,481,C,NYSE,2019-12-30,90,103.363,30,C,0.20128,0.004788
481,481,482,C,NYSE,2019-12-30,90,55.657,30,P,0.373463,-0.022345
482,482,483,C,NYSE,2019-12-30,90,107.3385,35,C,0.202212,0.001567
483,483,484,C,NYSE,2019-12-30,90,51.6815,35,P,0.403559,-0.01248
484,484,485,C,NYSE,2019-12-30,90,111.314,40,C,0.203117,0.000481
485,485,486,C,NYSE,2019-12-30,90,47.706,40,P,0.408217,-0.004479
486,486,487,C,NYSE,2019-12-30,90,115.289505,45,C,0.203117,0.000132
487,487,488,C,NYSE,2019-12-30,90,43.730503,45,P,0.414657,-0.001355
488,488,489,C,NYSE,2019-12-30,90,119.265,50,C,0.203117,3.4e-05
489,489,490,C,NYSE,2019-12-30,90,39.755,50,P,0.420568,-0.000318
490,490,491,C,NYSE,2019-12-30,90,123.2405,55,C,0.203117,8e-06
491,491,492,C,NYSE,2019-12-30,90,35.7795,55,P,0.420568,-4.4e-05
492,492,493,C,NYSE,2019-12-30,90,127.216,60,C,0.203117,2e-06
493,493,494,C,NYSE,2019-12-30,90,31.803999,60,P,0.420568,-4e-06
754,754,755,C,NYSE,2019-12-27,30,79.67,0,C,0.217399,0.52204
755,755,756,C,NYSE,2019-12-27,30,79.67,0,P,0.222717,-0.480259
756,756,757,C,NYSE,2019-12-27,30,83.653496,5,C,0.202659,0.216274
757,757,758,C,NYSE,2019-12-27,30,75.6865,5,P,0.247161,-0.217949
758,758,759,C,NYSE,2019-12-27,30,87.637,10,C,0.200602,0.054537
759,759,760,C,NYSE,2019-12-27,30,71.702995,10,P,0.284252,-0.088176
760,760,761,C,NYSE,2019-12-27,30,91.6205,15,C,0.206269,0.010487
761,761,762,C,NYSE,2019-12-27,30,67.7195,15,P,0.315634,-0.031595
762,762,763,C,NYSE,2019-12-27,30,95.604004,20,C,0.206269,0.00123
763,763,764,C,NYSE,2019-12-27,30,63.736,20,P,0.315634,-0.005739
764,764,765,C,NYSE,2019-12-27,30,99.587494,25,C,0.206269,0.0001
765,765,766,C,NYSE,2019-12-27,30,59.7525,25,P,0.315634,-0.000596
766,766,767,C,NYSE,2019-12-27,30,103.57099,30,C,0.206269,6e-06
767,767,768,C,NYSE,2019-12-27,30,55.768997,30,P,0.315634,-3.1e-05
768,768,769,C,NYSE,2019-12-27,30,107.5545,35,C,0.206269,0.0
769,769,770,C,NYSE,2019-12-27,30,51.785496,35,P,0.346885,-5e-06
770,770,771,C,NYSE,2019-12-27,30,111.537994,40,C,0.206269,0.0
771,771,772,C,NYSE,2019-12-27,30,47.802002,40,P,0.346885,-0.0
772,772,773,C,NYSE,2019-12-27,30,115.5215,45,C,0.206269,0.0
773,773,774,C,NYSE,2019-12-27,30,43.8185,45,P,0.346885,-0.0
774,774,775,C,NYSE,2019-12-27,30,119.505,50,C,0.206269,0.0
775,775,776,C,NYSE,2019-12-27,30,39.835,50,P,0.346885,-0.0
776,776,777,C,NYSE,2019-12-27,30,123.488495,55,C,0.206269,0.0
777,777,778,C,NYSE,2019-12-27,30,35.851498,55,P,0.346885,-0.0
778,778,779,C,NYSE,2019-12-27,30,127.472,60,C,0.206269,0.0
779,779,780,C,NYSE,2019-12-27,30,31.867998,60,P,0.346885,-0.0
780,780,781,C,NYSE,2019-12-27,60,79.67,0,C,0.219581,0.516092
781,781,782,C,NYSE,2019-12-27,60,79.67,0,P,0.217848,-0.501207
782,782,783,C,NYSE,2019-12-27,60,83.653496,5,C,0.206394,0.284596
783,783,784,C,NYSE,2019-12-27,60,75.6865,5,P,0.236545,-0.293374
784,784,785,C,NYSE,2019-12-27,60,87.637,10,C,0.199434,0.119306
785,785,786,C,NYSE,2019-12-27,60,71.702995,10,P,0.260323,-0.154347
786,786,787,C,NYSE,2019-12-27,60,91.6205,15,C,0.199019,0.041552
787,787,788,C,NYSE,2019-12-27,60,67.7195,15,P,0.288794,-0.077906
788,788,789,C,NYSE,2019-12-27,60,95.604004,20,C,0.199164,0.011951
789,789,790,C,NYSE,2019-12-27,60,63.736,20,P,0.322268,-0.04026
790,790,791,C,NYSE,2019-12-27,60,99.587494,25,C,0.199164,0.002853
791,791,792,C,NYSE,2019-12-27,60,59.7525,25,P,0.360637,-0.021804
792,792,793,C,NYSE,2019-12-27,60,103.57099,30,C,0.199164,0.000577
793,793,794,C,NYSE,2019-12-27,60,55.768997,30,P,0.397058,-0.01144
794,794,795,C,NYSE,2019-12-27,60,107.5545,35,C,0.199164,0.000101
795,795,796,C,NYSE,2019-12-27,60,51.785496,35,P,0.409494,-0.003934
796,796,797,C,NYSE,2019-12-27,60,111.537994,40,C,0.199164,1.5e-05
797,797,798,C,NYSE,2019-12-27,60,47.802002,40,P,0.412692,-0.000914
798,798,799,C,NYSE,2019-12-27,60,115.5215,45,C,0.199164,2e-06
799,799,800,C,NYSE,2019-12-27,60,43.8185,45,P,0.412692,-0.000138
800,800,801,C,NYSE,2019-12-27,60,119.505,50,C,0.199164,0.0
801,801,802,C,NYSE,2019-12-27,60,39.835,50,P,0.412692,-1.3e-05
802,802,803,C,NYSE,2019-12-27,60,123.488495,55,C,0.199164,0.0
